size	64
J	1
T	H	E	C	m
0.5	-5	-5.99394	0.0164037	-0.999122
0.5	-4.8	-5.8	3.75167e-12	-1
0.5	-4.6	-5.6	4.12115e-13	-1
0.5	-4.4	-5.4	5.96856e-13	-1
0.5	-4.2	-5.2	-3.55271e-13	-1
0.5	-4	-5	2.84217e-14	-1
0.5	-3.8	-4.8	1.62004e-12	-1
0.5	-3.6	-4.6	-1.52056e-12	-1
0.5	-3.4	-4.4	-2.04636e-12	-1
0.5	-3.2	-4.2	2.04636e-12	-1
0.5	-3	-4	0	-1
0.5	-2.8	-3.8	1.03739e-12	-1
0.5	-2.6	-3.6	-1.64846e-12	-1
0.5	-2.4	-3.4	1.98952e-13	-1
0.5	-2.2	-3.2	-5.04485e-13	-1
0.5	-2	-3	7.10543e-15	-1
0.5	-1.8	-2.8	1.03029e-13	-1
0.5	-1.6	-2.6	-8.88178e-14	-1
0.5	-1.4	-2.4	3.94351e-13	-1
0.5	-1.2	-2.2	-5.11591e-13	-1
0.5	-1	-2	0	-1
0.5	-0.8	-1.8	-4.12115e-13	-1
0.5	-0.6	-1.6	-1.26121e-13	-1
0.5	-0.4	-1.4	2.57572e-14	-1
0.5	-0.2	-1.2	9.85878e-14	-1
0.5	2.16493e-15	-1	0	-1
0.5	0.2	-0.8	-3.15303e-14	-1
0.5	0.4	-0.599989	3.37012e-08	-0.999993
0.5	0.6	-0.399995	1.4834e-08	-0.999996
0.5	0.8	-0.199989	2.42743e-08	-0.999991
0.5	1	9.76563e-06	2.25067e-08	-0.99999
0.5	1.2	0.200017	3.25432e-08	-0.999978
0.5	1.4	-0.976614	5.93578	-0.00416943
0.5	1.6	-2.6	-8.88178e-14	1
0.5	1.8	-2.8	1.03029e-13	1
0.5	2	-3	0	1
0.5	2.2	-3.2	-5.04485e-13	1
0.5	2.4	-3.4	2.06057e-13	1
0.5	2.6	-3.6	-1.64846e-12	1
0.5	2.8	-3.8	1.03739e-12	1
0.5	3	-4	-1.42109e-14	1
0.5	3.2	-4.2	2.04636e-12	1
0.5	3.4	-4.4	-2.04636e-12	1
0.5	3.6	-4.6	-1.52056e-12	1
0.5	3.8	-4.8	1.62004e-12	1
0.5	4	-5	0	1
0.5	4.2	-5.2	-3.55271e-13	1
0.5	4.4	-5.4	5.96856e-13	1
0.5	4.6	-5.6	4.12115e-13	1
0.5	4.8	-5.8	3.75167e-12	1
0.6	-5	-5.99439	0.010154	-0.999186
0.6	-4.8	-5.8	2.60532e-12	-1
0.6	-4.6	-5.6	2.86191e-13	-1
0.6	-4.4	-5.4	4.14483e-13	-1
0.6	-4.2	-5.2	-2.46716e-13	-1
0.6	-4	-5	1.97373e-14	-1
0.6	-3.8	-4.8	1.12503e-12	-1
0.6	-3.6	-4.6	-1.05595e-12	-1
0.6	-3.4	-4.4	-1.42109e-12	-1
0.6	-3.2	-4.2	1.42109e-12	-1
0.6	-3	-4	0	-1
0.6	-2.8	-3.8	7.20411e-13	-1
0.6	-2.6	-3.6	-1.14476e-12	-1
0.6	-2.4	-3.4	1.38161e-13	-1
0.6	-2.2	-3.2	-3.50337e-13	-1
0.6	-2	-3	4.93432e-15	-1
0.6	-1.8	-2.8	7.15477e-14	-1
0.6	-1.6	-2.6	-6.16791e-14	-1
0.6	-1.4	-2.4	2.73855e-13	-1
0.6	-1.2	-2.2	-3.55271e-13	-1
0.6	-1	-2	0	-1
0.6	-0.8	-1.8	-2.86191e-13	-1
0.6	-0.6	-1.6	-8.75843e-14	-1
0.6	-0.4	-1.4	1.78869e-14	-1
0.6	-0.2	-1.19999	1.5947e-08	-0.999998
0.6	2.16493e-15	-0.999993	1.84139e-08	-0.999997
0.6	0.2	-0.799984	4.22201e-08	-0.999991
0.6	0.4	-0.599999	1.69374e-09	-1
0.6	0.6	-0.399971	5.22286e-08	-0.999979
0.6	0.8	-0.199925	1.17832e-07	-0.999936
0.6	1	0.000108398	1.66043e-07	-0.999886
0.6	1.2	0.118506	0.0936921	-0.92574
0.6	1.4	-2.25351	0.449188	0.902329
0.6	1.6	-2.6	-6.16791e-14	1
0.6	1.8	-2.8	7.15477e-14	1
0.6	2	-3	0	1
0.6	2.2	-3.2	-3.50337e-13	1
0.6	2.4	-3.4	1.43095e-13	1
0.6	2.6	-3.6	-1.14476e-12	1
0.6	2.8	-3.8	7.20411e-13	1
0.6	3	-4	-9.86865e-15	1
0.6	3.2	-4.2	1.42109e-12	1
0.6	3.4	-4.4	-1.42109e-12	1
0.6	3.6	-4.6	-1.05595e-12	1
0.6	3.8	-4.8	1.12503e-12	1
0.6	4	-5	0	1
0.6	4.2	-5.2	-2.46716e-13	1
0.6	4.4	-5.4	4.14483e-13	1
0.6	4.6	-5.6	2.86191e-13	1
0.6	4.8	-5.8	2.60532e-12	1
0.7	-5	-5.99495	0.00641733	-0.999268
0.7	-4.8	-5.8	1.91412e-12	-1
0.7	-4.6	-5.6	2.10263e-13	-1
0.7	-4.4	-5.4	3.04518e-13	-1
0.7	-4.2	-5.2	-1.81261e-13	-1
0.7	-4	-5	1.45009e-14	-1
0.7	-3.8	-4.8	8.2655e-13	-1
0.7	-3.6	-4.6	-7.75797e-13	-1
0.7	-3.4	-4.4	-1.04406e-12	-1
0.7	-3.2	-4.2	1.04406e-12	-1
0.7	-3	-4	0	-1
0.7	-2.8	-3.8	5.29282e-13	-1
0.7	-2.6	-3.6	-8.41051e-13	-1
0.7	-2.4	-3.4	1.01506e-13	-1
0.7	-2.2	-3.2	-2.5739e-13	-1
0.7	-2	-3	3.62522e-15	-1
0.7	-1.8	-2.8	5.25657e-14	-1
0.7	-1.6	-2.6	-4.53152e-14	-1
0.7	-1.4	-2.4	2.012e-13	-1
0.7	-1.2	-2.19999	1.98499e-08	-0.999998
0.7	-1	-1.99998	6.04493e-08	-0.999993
0.7	-0.8	-1.79999	2.65158e-08	-0.999997
0.7	-0.6	-1.59999	1.31041e-08	-0.999998
0.7	-0.4	-1.39996	1.02453e-07	-0.999981
0.7	-0.2	-1.19998	3.93543e-08	-0.999992
0.7	2.16493e-15	-0.999884	2.59259e-07	-0.99994
0.7	0.2	-0.799912	1.4692e-07	-0.999951
0.7	0.4	-0.599901	1.62567e-07	-0.999937
0.7	0.6	-0.399852	2.01317e-07	-0.999892
0.7	0.8	-0.199805	2.10742e-07	-0.99983
0.7	1	-0.000162109	1.67466e-05	-0.998366
0.7	1.2	-1.62937	1.47465	0.538796
0.7	1.4	-2.4	2.012e-13	1
0.7	1.6	-2.6	-4.53152e-14	1
0.7	1.8	-2.8	5.25657e-14	1
0.7	2	-3	0	1
0.7	2.2	-3.19999	2.56717e-08	0.999999
0.7	2.4	-3.4	1.05131e-13	1
0.7	2.6	-3.6	-8.41051e-13	1
0.7	2.8	-3.8	5.29282e-13	1
0.7	3	-4	-7.25044e-15	1
0.7	3.2	-4.2	1.04406e-12	1
0.7	3.4	-4.4	-1.04406e-12	1
0.7	3.6	-4.6	-7.75797e-13	1
0.7	3.8	-4.8	8.2655e-13	1
0.7	4	-5	0	1
0.7	4.2	-5.2	-1.81261e-13	1
0.7	4.4	-5.4	3.04518e-13	1
0.7	4.6	-5.6	2.10263e-13	1
0.7	4.8	-5.8	1.91412e-12	1
0.8	-5	-5.99474	0.00521801	-0.999236
0.8	-4.8	-5.8	1.46549e-12	-1
0.8	-4.6	-5.6	1.60982e-13	-1
0.8	-4.4	-5.4	2.33147e-13	-1
0.8	-4.2	-5.2	-1.38778e-13	-1
0.8	-4	-5	1.11022e-14	-1
0.8	-3.8	-4.8	6.32827e-13	-1
0.8	-3.6	-4.6	-5.93969e-13	-1
0.8	-3.4	-4.4	-7.99361e-13	-1
0.8	-3.2	-4.2	7.99361e-13	-1
0.8	-3	-4	0	-1
0.8	-2.8	-3.8	4.05231e-13	-1
0.8	-2.6	-3.6	-6.43929e-13	-1
0.8	-2.4	-3.4	7.77156e-14	-1
0.8	-2.2	-3.2	-1.97065e-13	-1
0.8	-2	-3	2.77556e-15	-1
0.8	-1.8	-2.8	5.37398e-09	-1
0.8	-1.6	-2.59997	8.99886e-08	-0.999991
0.8	-1.4	-2.4	1.54043e-13	-1
0.8	-1.2	-2.19999	1.51976e-08	-0.999998
0.8	-1	-1.99999	1.99959e-08	-0.999997
0.8	-0.8	-1.79993	1.47781e-07	-0.999976
0.8	-0.6	-1.59997	7.11947e-08	-0.999987
0.8	-0.4	-1.39989	1.9037e-07	-0.999956
0.8	-0.2	-1.19988	2.08972e-07	-0.999946
0.8	2.16493e-15	-0.999867	1.84035e-07	-0.999934
0.8	0.2	-0.799774	3.13712e-07	-0.999872
0.8	0.4	-0.599575	5.57177e-07	-0.999731
0.8	0.6	-0.399249	7.25823e-07	-0.99944
0.8	0.8	-0.811952	0.593031	-0.204049
0.8	1	-1.99997	6.57141e-08	0.99999
0.8	1.2	-2.19998	4.52269e-08	0.999994
0.8	1.4	-2.39999	2.14247e-08	0.999998
0.8	1.6	-2.59998	4.77969e-08	0.999995
0.8	1.8	-2.8	4.02456e-14	1
0.8	2	-3	0	1
0.8	2.2	-3.2	-1.97065e-13	1
0.8	2.4	-3.4	8.04912e-14	1
0.8	2.6	-3.6	-6.43929e-13	1
0.8	2.8	-3.8	4.05231e-13	1
0.8	3	-4	-5.55112e-15	1
0.8	3.2	-4.2	7.99361e-13	1
0.8	3.4	-4.4	-7.99361e-13	1
0.8	3.6	-4.6	-5.93969e-13	1
0.8	3.8	-4.8	6.32827e-13	1
0.8	4	-5	0	1
0.8	4.2	-5.2	-1.38778e-13	1
0.8	4.4	-5.4	2.33147e-13	1
0.8	4.6	-5.6	1.60982e-13	1
0.8	4.8	-5.8	1.46549e-12	1
0.9	-5	-5.99425	0.00468659	-0.999167
0.9	-4.8	-5.8	1.15792e-12	-1
0.9	-4.6	-5.6	1.27196e-13	-1
0.9	-4.4	-5.4	1.84215e-13	-1
0.9	-4.2	-5.2	-1.09652e-13	-1
0.9	-4	-5	8.77213e-15	-1
0.9	-3.8	-4.8	5.00012e-13	-1
0.9	-3.6	-4.6	-4.69309e-13	-1
0.9	-3.4	-4.4	-6.31594e-13	-1
0.9	-3.2	-4.2	6.31594e-13	-1
0.9	-3	-4	0	-1
0.9	-2.8	-3.79999	2.02843e-08	-0.999999
0.9	-2.6	-3.6	1.24312e-08	-0.999999
0.9	-2.4	-3.4	6.14049e-14	-1
0.9	-2.2	-3.2	-1.55705e-13	-1
0.9	-2	-2.99998	5.58359e-08	-0.999994
0.9	-1.8	-2.79999	2.5349e-08	-0.999997
0.9	-1.6	-2.59996	8.93554e-08	-0.999988
0.9	-1.4	-2.39995	1.25815e-07	-0.999984
0.9	-1.2	-2.19996	8.20311e-08	-0.999986
0.9	-1	-1.99993	1.13845e-07	-0.999978
0.9	-0.8	-1.79983	2.96208e-07	-0.999941
0.9	-0.6	-1.59977	3.51942e-07	-0.999911
0.9	-0.4	-1.3997	4.40132e-07	-0.999874
0.9	-0.2	-1.19969	4.32809e-07	-0.999857
0.9	2.16493e-15	-0.999461	6.10818e-07	-0.999729
0.9	0.2	-0.799237	8.61761e-07	-0.999567
0.9	0.4	-0.598782	1.01684e-06	-0.999187
0.9	0.6	-0.398274	1.57137e-06	-0.998654
0.9	0.8	-0.941921	0.538734	-0.0423921
0.9	1	-1.9999	1.67889e-07	0.999967
0.9	1.2	-2.19997	4.74535e-08	0.999992
0.9	1.4	-2.39998	4.69698e-08	0.999993
0.9	1.6	-2.59998	3.40233e-08	0.999996
0.9	1.8	-2.79997	9.26742e-08	0.999993
0.9	2	-3	0	1
0.9	2.2	-3.19999	2.06857e-08	0.999998
0.9	2.4	-3.39999	1.70443e-08	0.999999
0.9	2.6	-3.59999	2.48131e-08	0.999998
0.9	2.8	-3.8	3.20183e-13	1
0.9	3	-4	-4.38607e-15	1
0.9	3.2	-4.2	6.31594e-13	1
0.9	3.4	-4.4	-6.31594e-13	1
0.9	3.6	-4.6	-4.69309e-13	1
0.9	3.8	-4.8	5.00012e-13	1
0.9	4	-5	0	1
0.9	4.2	-5.2	-1.09652e-13	1
0.9	4.4	-5.4	1.84215e-13	1
0.9	4.6	-5.6	1.27196e-13	1
0.9	4.8	-5.8	1.15792e-12	1
1	-5	-5.99414	0.00426679	-0.999152
1	-4.8	-5.8	9.37916e-13	-1
1	-4.6	-5.6	1.03029e-13	-1
1	-4.4	-5.4	1.49214e-13	-1
1	-4.2	-5.2	-8.88178e-14	-1
1	-4	-5	7.10543e-15	-1
1	-3.8	-4.8	4.05009e-13	-1
1	-3.6	-4.6	-3.8014e-13	-1
1	-3.4	-4.4	-5.11591e-13	-1
1	-3.2	-4.19999	1.28684e-08	-0.999999
1	-3	-4	0	-1
1	-2.8	-3.8	1.09646e-08	-0.999999
1	-2.6	-3.6	-4.12115e-13	-1
1	-2.4	-3.39999	1.38059e-08	-0.999999
1	-2.2	-3.19998	4.16363e-08	-0.999995
1	-2	-2.99991	1.67404e-07	-0.999978
1	-1.8	-2.79985	2.56276e-07	-0.99996
1	-1.6	-2.59984	2.50526e-07	-0.999957
1	-1.4	-2.39986	2.30894e-07	-0.999958
1	-1.2	-2.19973	4.07015e-07	-0.999917
1	-1	-1.99965	4.73852e-07	-0.999884
1	-0.8	-1.79968	5.23705e-07	-0.999887
1	-0.6	-1.59952	5.63801e-07	-0.999815
1	-0.4	-1.39933	7.79101e-07	-0.999721
1	-0.2	-1.19889	1.40569e-06	-0.999491
1	2.16493e-15	-0.998699	1.31578e-06	-0.999344
1	0.2	-0.798365	1.61878e-06	-0.999074
1	0.4	-0.597275	2.50519e-06	-0.99813
1	0.6	-0.769624	0.175704	-0.333764
1	0.8	-1.7996	5.8046e-07	0.999855
1	1	-1.99973	3.78168e-07	0.999912
1	1.2	-2.1998	2.67029e-07	0.999939
1	1.4	-2.39986	2.15283e-07	0.999959
1	1.6	-2.59981	3.55707e-07	0.999947
1	1.8	-2.79995	8.71846e-08	0.999987
1	2	-2.99999	1.51978e-08	0.999998
1	2.2	-3.19996	8.64649e-08	0.99999
1	2.4	-3.39997	7.2671e-08	0.999992
1	2.6	-3.6	5.03948e-09	1
1	2.8	-3.8	2.59348e-13	1
1	3	-4	-3.55271e-15	1
1	3.2	-4.2	6.44091e-09	1
1	3.4	-4.4	-5.11591e-13	1
1	3.6	-4.6	-3.8014e-13	1
1	3.8	-4.8	4.05009e-13	1
1	4	-5	0	1
1	4.2	-5.2	-8.88178e-14	1
1	4.4	-5.4	1.49214e-13	1
1	4.6	-5.6	1.03029e-13	1
1	4.8	-5.8	9.37916e-13	1
1.1	-5	-5.9945	0.00308186	-0.999204
1.1	-4.8	-5.8	7.75138e-13	-1
1.1	-4.6	-5.6	8.51477e-14	-1
1.1	-4.4	-5.4	1.23317e-13	-1
1.1	-4.2	-5.2	-7.34032e-14	-1
1.1	-4	-5	5.87225e-15	-1
1.1	-3.8	-4.79999	1.9826e-08	-0.999999
1.1	-3.6	-4.59999	2.46175e-08	-0.999998
1.1	-3.4	-4.4	-4.22802e-13	-1
1.1	-3.2	-4.19994	1.35459e-07	-0.999988
1.1	-3	-3.99996	8.23184e-08	-0.999992
1.1	-2.8	-3.79995	1.02414e-07	-0.99999
1.1	-2.6	-3.59995	9.7663e-08	-0.999988
1.1	-2.4	-3.39993	1.1459e-07	-0.999985
1.1	-2.2	-3.19991	1.49372e-07	-0.999978
1.1	-2	-2.99991	1.38351e-07	-0.999978
1.1	-1.8	-2.79987	2.04742e-07	-0.999965
1.1	-1.6	-2.59971	4.35219e-07	-0.99992
1.1	-1.4	-2.39957	6.05706e-07	-0.999874
1.1	-1.2	-2.19957	5.29257e-07	-0.999864
1.1	-1	-1.99945	6.44637e-07	-0.999817
1.1	-0.8	-1.79913	9.52327e-07	-0.999687
1.1	-0.6	-1.59876	1.35682e-06	-0.999521
1.1	-0.4	-1.39852	1.50299e-06	-0.999376
1.1	-0.2	-1.19772	2.25757e-06	-0.998948
1.1	2.16493e-15	-0.997256	2.36361e-06	-0.998597
1.1	0.2	-0.795948	2.78347e-06	-0.997641
1.1	0.4	-0.594515	4.31142e-06	-0.995996
1.1	0.6	-1.05225	0.199933	0.135801
1.1	0.8	-1.79895	1.47256e-06	0.999625
1.1	1	-1.99928	9.68516e-07	0.999759
1.1	1.2	-2.19938	8.08058e-07	0.999806
1.1	1.4	-2.3995	5.94937e-07	0.999852
1.1	1.6	-2.59968	4.61892e-07	0.999911
1.1	1.8	-2.79982	2.72366e-07	0.999953
1.1	2	-2.99992	1.21061e-07	0.99998
1.1	2.2	-3.19989	1.83744e-07	0.999973
1.1	2.4	-3.39997	5.26581e-08	0.999993
1.1	2.6	-3.5999	1.71573e-07	0.999979
1.1	2.8	-3.79993	1.36371e-07	0.999985
1.1	3	-3.99996	1.06776e-07	0.999991
1.1	3.2	-4.19998	4.22832e-08	0.999996
1.1	3.4	-4.39997	7.37225e-08	0.999994
1.1	3.6	-4.59999	2.46176e-08	0.999998
1.1	3.8	-4.8	3.34718e-13	1
1.1	4	-5	7.08635e-09	1
1.1	4.2	-5.19999	2.26544e-08	0.999999
1.1	4.4	-5.4	1.23317e-13	1
1.1	4.6	-5.6	8.51477e-14	1
1.1	4.8	-5.8	7.75138e-13	1
1.2	-5	-5.99464	0.00250158	-0.999225
1.2	-4.8	-5.8	6.51331e-13	-1
1.2	-4.6	-5.6	7.20501e-09	-1
1.2	-4.4	-5.39999	2.70183e-08	-0.999998
1.2	-4.2	-5.19999	2.53559e-08	-0.999998
1.2	-4	-4.99999	1.18971e-08	-0.999999
1.2	-3.8	-4.79995	1.03814e-07	-0.999991
1.2	-3.6	-4.59994	1.16674e-07	-0.999989
1.2	-3.4	-4.39997	5.25232e-08	-0.999995
1.2	-3.2	-4.19988	2.53392e-07	-0.999976
1.2	-3	-3.9999	1.70333e-07	-0.999979
1.2	-2.8	-3.79993	1.03821e-07	-0.999986
1.2	-2.6	-3.59987	1.91413e-07	-0.999972
1.2	-2.4	-3.39973	4.82811e-07	-0.999939
1.2	-2.2	-3.19968	4.64307e-07	-0.999924
1.2	-2	-2.99949	6.03779e-07	-0.999874
1.2	-1.8	-2.79945	6.77947e-07	-0.999856
1.2	-1.6	-2.59942	7.65843e-07	-0.999839
1.2	-1.4	-2.39938	6.58213e-07	-0.999819
1.2	-1.2	-2.19873	1.28755e-06	-0.999604
1.2	-1	-1.99839	1.67218e-06	-0.999461
1.2	-0.8	-1.79809	1.92544e-06	-0.999314
1.2	-0.6	-1.59753	2.21071e-06	-0.999043
1.2	-0.4	-1.39668	2.5536e-06	-0.998601
1.2	-0.2	-1.19589	2.78891e-06	-0.998091
1.2	2.16493e-15	-0.994375	4.29081e-06	-0.997032
1.2	0.2	-0.792578	5.17436e-06	-0.995584
1.2	0.4	-0.765236	0.0293899	-0.479973
1.2	0.6	-1.59496	0.000138463	0.996562
1.2	0.8	-1.79806	1.97043e-06	0.999302
1.2	1	-1.9987	1.41778e-06	0.999564
1.2	1.2	-2.1989	1.22933e-06	0.999655
1.2	1.4	-2.39909	9.33251e-07	0.999732
1.2	1.6	-2.59924	9.22517e-07	0.999789
1.2	1.8	-2.79961	4.49233e-07	0.999897
1.2	2	-2.99962	4.95741e-07	0.999906
1.2	2.2	-3.19969	4.22904e-07	0.999927
1.2	2.4	-3.39981	2.68934e-07	0.999956
1.2	2.6	-3.59986	2.06811e-07	0.999969
1.2	2.8	-3.79993	1.03821e-07	0.999986
1.2	3	-3.99984	2.55158e-07	0.999968
1.2	3.2	-4.1999	1.71916e-07	0.99998
1.2	3.4	-4.39991	1.63065e-07	0.999983
1.2	3.6	-4.59999	2.06856e-08	0.999998
1.2	3.8	-4.8	2.81256e-13	1
1.2	4	-4.99997	5.90086e-08	0.999995
1.2	4.2	-5.19998	3.79575e-08	0.999997
1.2	4.4	-5.4	6.775e-09	1
1.2	4.6	-5.59998	3.58806e-08	0.999998
1.2	4.8	-5.8	6.51331e-13	1
1.3	-5	-5.99415	0.00226886	-0.99915
1.3	-4.8	-5.8	5.5498e-13	-1
1.3	-4.6	-5.59991	1.6725e-07	-0.999986
1.3	-4.4	-5.39996	7.97662e-08	-0.999993
1.3	-4.2	-5.19996	7.48585e-08	-0.999993
1.3	-4	-4.99999	1.51905e-08	-0.999999
1.3	-3.8	-4.79993	1.11166e-07	-0.999988
1.3	-3.6	-4.59992	1.20407e-07	-0.999986
1.3	-3.4	-4.39997	4.47535e-08	-0.999995
1.3	-3.2	-4.19987	2.30404e-07	-0.999975
1.3	-3	-3.99974	4.11815e-07	-0.999948
1.3	-2.8	-3.79972	3.52209e-07	-0.999941
1.3	-2.6	-3.59967	4.74042e-07	-0.999927
1.3	-2.4	-3.3996	4.53778e-07	-0.99991
1.3	-2.2	-3.19935	9.3291e-07	-0.999845
1.3	-2	-2.99893	1.22251e-06	-0.999732
1.3	-1.8	-2.79896	1.17567e-06	-0.999727
1.3	-1.6	-2.59868	1.23887e-06	-0.999634
1.3	-1.4	-2.39824	1.63009e-06	-0.99948
1.3	-1.2	-2.19791	1.72454e-06	-0.999345
1.3	-1	-1.99693	2.57277e-06	-0.998967
1.3	-0.8	-1.79621	2.97115e-06	-0.99863
1.3	-0.6	-1.59502	3.32913e-06	-0.998063
1.3	-0.4	-1.394	4.31702e-06	-0.997452
1.3	-0.2	-1.1933	4.27429e-06	-0.996862
1.3	2.16493e-15	-0.990408	5.58026e-06	-0.994862
1.3	0.2	-0.786957	8.10172e-06	-0.992009
1.3	0.4	-0.69414	0.0157246	-0.652692
1.3	0.6	-1.58101	0.00151271	0.981046
1.3	0.8	-1.7965	2.72648e-06	0.998737
1.3	1	-1.99737	1.9526e-06	0.999116
1.3	1.2	-2.19802	1.93643e-06	0.999375
1.3	1.4	-2.39852	1.3497e-06	0.999563
1.3	1.6	-2.59877	1.20844e-06	0.999657
1.3	1.8	-2.79892	1.2164e-06	0.999715
1.3	2	-2.9992	9.34543e-07	0.999798
1.3	2.2	-3.19943	6.27797e-07	0.999865
1.3	2.4	-3.39945	7.28408e-07	0.999874
1.3	2.6	-3.5997	4.21837e-07	0.999935
1.3	2.8	-3.7997	3.60374e-07	0.999938
1.3	3	-3.99981	2.74802e-07	0.999962
1.3	3.2	-4.1998	2.71115e-07	0.999962
1.3	3.4	-4.39978	3.69314e-07	0.999958
1.3	3.6	-4.59998	3.0752e-08	0.999997
1.3	3.8	-4.79989	1.77868e-07	0.999981
1.3	4	-4.99998	3.53023e-08	0.999997
1.3	4.2	-5.19997	5.89964e-08	0.999995
1.3	4.4	-5.4	8.82923e-14	1
1.3	4.6	-5.59999	1.83806e-08	0.999999
1.3	4.8	-5.8	5.5498e-13	1
1.4	-5	-5.99448	0.00185086	-0.999203
1.4	-4.8	-5.79997	4.46384e-08	-0.999996
1.4	-4.6	-5.59992	1.34185e-07	-0.999987
1.4	-4.4	-5.3999	1.54337e-07	-0.999984
1.4	-4.2	-5.19991	1.41021e-07	-0.999986
1.4	-4	-4.9998	2.90068e-07	-0.999966
1.4	-3.8	-4.7998	2.90944e-07	-0.999966
1.4	-3.6	-4.59977	3.20858e-07	-0.999959
1.4	-3.4	-4.39972	3.77183e-07	-0.999947
1.4	-3.2	-4.19972	3.64046e-07	-0.999946
1.4	-3	-3.99958	4.83832e-07	-0.999917
1.4	-2.8	-3.79946	6.40567e-07	-0.999888
1.4	-2.6	-3.59944	7.42573e-07	-0.999879
1.4	-2.4	-3.39907	1.0473e-06	-0.999789
1.4	-2.2	-3.19864	1.58308e-06	-0.999674
1.4	-2	-2.99842	1.52757e-06	-0.999604
1.4	-1.8	-2.79792	2.06756e-06	-0.999451
1.4	-1.6	-2.59764	2.08989e-06	-0.999342
1.4	-1.4	-2.3967	2.60038e-06	-0.999021
1.4	-1.2	-2.19608	3.1126e-06	-0.998771
1.4	-1	-1.99506	3.82085e-06	-0.998335
1.4	-0.8	-1.79379	5.22277e-06	-0.997754
1.4	-0.6	-1.59192	5.47197e-06	-0.996832
1.4	-0.4	-1.39068	6.17857e-06	-0.996
1.4	-0.2	-1.18808	7.05828e-06	-0.994345
1.4	2.16493e-15	-0.984135	8.56773e-06	-0.991313
1.4	0.2	-0.779353	1.0265e-05	-0.986637
1.4	0.4	-0.963953	0.0572195	0.0449263
1.4	0.6	-1.5922	4.98938e-06	0.99694
1.4	0.8	-1.79391	4.45443e-06	0.9978
1.4	1	-1.9954	3.78827e-06	0.998457
1.4	1.2	-2.19593	3.28494e-06	0.998724
1.4	1.4	-2.39682	2.29199e-06	0.999061
1.4	1.6	-2.5978	1.90802e-06	0.999388
1.4	1.8	-2.79831	1.52541e-06	0.999554
1.4	2	-2.99843	1.51026e-06	0.999607
1.4	2.2	-3.19896	9.61226e-07	0.999753
1.4	2.4	-3.39902	1.05048e-06	0.999777
1.4	2.6	-3.59909	9.7497e-07	0.999803
1.4	2.8	-3.79945	6.8023e-07	0.999886
1.4	3	-3.99964	4.17813e-07	0.999928
1.4	3.2	-4.19977	2.69386e-07	0.999956
1.4	3.4	-4.39961	5.13614e-07	0.999927
1.4	3.6	-4.59972	4.66884e-07	0.99995
1.4	3.8	-4.79973	3.82978e-07	0.999953
1.4	4	-4.99979	2.88842e-07	0.999965
1.4	4.2	-5.19994	9.61323e-08	0.99999
1.4	4.4	-5.39998	3.95409e-08	0.999996
1.4	4.6	-5.59995	7.82888e-08	0.999993
1.4	4.8	-5.7999	1.58387e-07	0.999986
1.5	-5	-5.99398	0.00182276	-0.999126
1.5	-4.8	-5.79991	1.24082e-07	-0.999987
1.5	-4.6	-5.59991	1.25623e-07	-0.999986
1.5	-4.4	-5.39988	1.63329e-07	-0.999982
1.5	-4.2	-5.19989	1.37574e-07	-0.999983
1.5	-4	-4.99972	3.40134e-07	-0.999954
1.5	-3.8	-4.79949	6.8526e-07	-0.999912
1.5	-3.6	-4.5995	5.58747e-07	-0.99991
1.5	-3.4	-4.39944	6.23543e-07	-0.999896
1.5	-3.2	-4.19927	7.64618e-07	-0.999859
1.5	-3	-3.99907	9.80367e-07	-0.999813
1.5	-2.8	-3.7988	1.35413e-06	-0.999749
1.5	-2.6	-3.59858	1.30256e-06	-0.999691
1.5	-2.4	-3.3985	1.50475e-06	-0.999659
1.5	-2.2	-3.19769	2.12157e-06	-0.999451
1.5	-2	-2.99747	2.21016e-06	-0.999367
1.5	-1.8	-2.79656	2.91975e-06	-0.999088
1.5	-1.6	-2.59565	3.60344e-06	-0.998787
1.5	-1.4	-2.39498	3.6293e-06	-0.998519
1.5	-1.2	-2.1934	4.19464e-06	-0.997918
1.5	-1	-1.99188	5.48563e-06	-0.997255
1.5	-0.8	-1.78982	6.16599e-06	-0.996301
1.5	-0.6	-1.58832	6.7297e-06	-0.995388
1.5	-0.4	-1.38508	7.96123e-06	-0.993519
1.5	-0.2	-1.18069	1.09203e-05	-0.990694
1.5	2.16493e-15	-0.976078	9.99535e-06	-0.986896
1.5	0.2	-0.767538	1.42893e-05	-0.977958
1.5	0.4	-1.05255	0.0533716	0.278679
1.5	0.6	-1.58773	7.17688e-06	0.995165
1.5	0.8	-1.79068	6.09047e-06	0.996606
1.5	1	-1.99258	4.76373e-06	0.997496
1.5	1.2	-2.19343	4.44049e-06	0.997927
1.5	1.4	-2.39462	3.92583e-06	0.998402
1.5	1.6	-2.59594	3.31802e-06	0.998867
1.5	1.8	-2.79693	3.02956e-06	0.999189
1.5	2	-2.99731	2.32633e-06	0.999327
1.5	2.2	-3.19782	2.09044e-06	0.99948
1.5	2.4	-3.39843	1.34119e-06	0.999643
1.5	2.6	-3.59902	8.48981e-07	0.999787
1.5	2.8	-3.79885	1.47929e-06	0.99976
1.5	3	-3.99908	9.34135e-07	0.999816
1.5	3.2	-4.19939	6.74586e-07	0.999882
1.5	3.4	-4.3994	8.82078e-07	0.999889
