size	64
J	1
T	H	E	C	m
4.9	1.8	-1.84012	7.79587e-05	0.70829
4.9	2	-2.08491	6.60903e-05	0.741533
4.9	2.2	-2.32352	7.63953e-05	0.767968
4.9	2.4	-2.57211	6.89084e-05	0.793846
4.9	2.6	-2.81454	7.54818e-05	0.815251
4.9	2.8	-3.05672	8.45436e-05	0.834271
4.9	3	-3.29856	7.22249e-05	0.851048
4.9	3.2	-3.53805	7.48902e-05	0.865933
4.9	3.4	-3.78227	7.4377e-05	0.880353
4.9	3.6	-4.00892	7.29132e-05	0.890113
4.9	3.8	-4.24561	7.01613e-05	0.901005
4.9	4	-4.47499	6.21934e-05	0.909684
4.9	4.2	-4.70149	7.79152e-05	0.91734
4.9	4.4	-4.93376	5.88433e-05	0.925335
4.9	4.6	-5.15474	6.16234e-05	0.931023
4.9	4.8	-5.38772	6.536e-05	0.9382
5	-5	-5.57544	0.000276801	-0.938181
5	-4.8	-5.35163	6.04264e-05	-0.932675
5	-4.6	-5.12566	6.8647e-05	-0.926481
5	-4.4	-4.90008	6.98526e-05	-0.919879
5	-4.2	-4.67402	5.96207e-05	-0.91267
5	-4	-4.44615	7.73055e-05	-0.904637
5	-3.8	-4.20795	7.36979e-05	-0.894098
5	-3.6	-3.97274	6.58153e-05	-0.883101
5	-3.4	-3.73597	7.2084e-05	-0.871056
5	-3.2	-3.49743	7.69265e-05	-0.857377
5	-3	-3.26326	7.97892e-05	-0.843274
5	-2.8	-3.01059	6.9255e-05	-0.823325
5	-2.6	-2.77168	6.88198e-05	-0.804523
5	-2.4	-2.52322	8.58217e-05	-0.781052
5	-2.2	-2.28418	7.58549e-05	-0.756991
5	-2	-2.03834	8.4815e-05	-0.727309
5	-1.8	-1.79097	6.66682e-05	-0.691936
5	-1.6	-1.54863	5.86468e-05	-0.652177
5	-1.4	-1.30335	5.80888e-05	-0.602744
5	-1.2	-1.0756	5.6727e-05	-0.549566
5	-1	-0.850866	5.54477e-05	-0.483759
5	-0.8	-0.647601	3.22488e-05	-0.407078
5	-0.6	-0.477284	2.87003e-05	-0.32565
5	-0.4	-0.337158	1.30084e-05	-0.224549
5	-0.2	-0.244799	8.05083e-06	-0.111315
5	2.16493e-15	-0.216229	6.03189e-06	0.00471094
5	0.2	-0.242365	9.01318e-06	0.10998
5	0.4	-0.330399	1.5857e-05	0.217581
5	0.6	-0.467106	2.88276e-05	0.315381
5	0.8	-0.648485	4.41271e-05	0.40834
5	1	-0.84864	6.23512e-05	0.482557
5	1.2	-1.0699	8.55478e-05	0.546557
5	1.4	-1.31067	6.4041e-05	0.605795
5	1.6	-1.55278	6.61721e-05	0.653645
5	1.8	-1.78886	6.74382e-05	0.691031
5	2	-2.03341	6.71181e-05	0.725614
5	2.2	-2.27289	8.23556e-05	0.753434
5	2.4	-2.52982	7.46727e-05	0.782747
5	2.6	-2.77428	7.38394e-05	0.80522
5	2.8	-3.01899	9.70098e-05	0.825264
5	3	-3.25786	6.85612e-05	0.842118
5	3.2	-3.49433	7.89138e-05	0.856696
5	3.4	-3.73787	6.7585e-05	0.871349
5	3.6	-3.96428	8.05679e-05	0.881506
5	3.8	-4.20982	7.3914e-05	0.894422
5	4	-4.4332	7.14653e-05	0.902364
5	4.2	-4.66803	7.11883e-05	0.911632
5	4.4	-4.89311	6.40551e-05	0.918673
5	4.6	-5.13202	5.82721e-05	0.927469
5	4.8	-5.35438	6.60213e-05	0.933172
